sex,age,unit,geo,Geopolitical entity (reporting),OBS_VALUE
T,Y15-29,PC_POP,CZ,Czechia,12.1
T,Y15-29,PC_POP,DE,Germany,9.8
T,Y15-29,PC_POP,DK,Denmark,8.0
T,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),15.8
T,Y15-29,PC_POP,EE,Estonia,13.2
T,Y15-29,PC_POP,EL,Greece,26.3
T,Y15-29,PC_POP,ES,Spain,20.7
T,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),16.0
T,Y15-29,PC_POP,FI,Finland,11.2
T,Y15-29,PC_POP,FR,France,13.4
T,Y15-29,PC_POP,HR,Croatia,21.7
T,Y15-29,PC_POP,HU,Hungary,14.7
T,Y15-29,PC_POP,IE,Ireland,17.8
T,Y15-29,PC_POP,IS,Iceland,6.9
T,Y15-29,PC_POP,IT,Italy,26.3
T,Y15-29,PC_POP,LT,Lithuania,12.9
T,Y15-29,PC_POP,LU,Luxembourg,6.5
T,Y15-29,PC_POP,LV,Latvia,15.2
T,Y15-29,PC_POP,ME,Montenegro,22.5
T,Y15-29,PC_POP,MK,Macedonia,31.9
T,Y15-29,PC_POP,MT,Malta,11.6
T,Y15-29,PC_POP,NL,Netherlands,8.2
T,Y15-29,PC_POP,NO,Norway,8.4
T,Y15-29,PC_POP,PL,Poland,15.7
T,Y15-29,PC_POP,PT,Portugal,14.6
T,Y15-29,PC_POP,RO,Romania,24.8
T,Y15-29,PC_POP,RS,Serbia,26.4
T,Y15-29,PC_POP,SE,Sweden,7.5
T,Y15-29,PC_POP,SI,Slovenia,11.0
T,Y15-29,PC_POP,SK,Slovakia,17.5
T,Y15-29,PC_POP,TR,Turkey,28.4
